label	text	is_valid
negative	@nodoubt: Tune into @VH1 tomorrow for a special @NoDoubt #PushAndShove News segment during the 7AM & 9AM hours! NOOOOOOOOO	False
neutral	We have a member who needs a ride to the doctor in Indianapolis early Monday morning. Could YOU be the answer to... http://t.co/1vcUHkxX	False
positive	hai @avrillavigne please hear me :D  We Want Avrils New Single  maybe just teaser 1st itll oke for me !	False
positive	there is on thing I have learned from the MLB playoffsc Cougar Town on a new network. I cant wait till January. #poundinggrape #PENNYCAN!!!	False
neutral	Jonas Brothers are gonna go live at Fort Canning on the 22nd. Hmmmm.	False
neutral	May of witnessed a girl punch a guy in the face last night and tackled him to the ground at davos	False
neutral	UK: @Chrisewans SAFE HOUSE is only 99 pence on Kindle today - a steal! Get it or the #audiobook now. (Will not work for US - US pub in Dec)	False
positive	Sorta lucky Joe doesnt have twitterc but seriouslyc when he sees me on sunday morning hell probably leave me alone	False
neutral	@Lo3o2 Oh iight I can dig it but how you going to act tomorrow night tho younging ?	False
positive	@Ascolese11 U r a 5-Star to the Hog fansc VA3!!!!!   U got props from the coach Wednesday night at the Signing Day event in the Villec#WPS!	False
negative	Justin is nominated for 5 Grammy Awards Thats weird? Considering that the nominations dont get announced til December..	False
positive	Happy Valentines Day? o.o say what? Is it Feb 14th already?	False
positive	@justinbieber so u sat down with Sophia Grace and Rosie to tea and it was awesome! :D	False
neutral	Police: you have the right to remain silent. what ever you say may be hel against you Me: Harry Styles	False
neutral	The Emmys are the unwatched awards show: In Februaryc the Grammy Awards show blew through the... http://t.co/seo5TSEV #entertainment #OC	False
positive	Happy Valentines Day lulwhuuuut? I guess it is February weather though...	False
positive	@PunkinPwincess: David Guetta is coming to Fort Canning at 11 October :3 OMG OMG OMG! :3 Will b going :D	False
positive	#torchlight2 comes out tomorrow. Torchlight is in my list of best games of all time. I like it better than Diablo III. 2 promises more.	False
neutral	Beating the Retreat ceremony is conducted on the evening of January 29c the third day after the Republic Day. #facts	False
neutral	Art on the Town Friday November 2: 6 brand new locations!	False
positive	@JordanLMcNeese Kendrick Lamar on Sunday! Im going to rub in how good it was...	False
positive	I will consider Arsenal to have the potential to win Premier League this season if only they beat Manchester United tomorrow.	False
positive	@MaverickManiacs I knowc it went from way too far off to here. Ill see IUPUI at Maryland on Jan 1c just excited to go back to Baltimore lol	False
neutral	@Juventus_FC_fan @Camurria10 Cant really remember but I think it was Capellos 2nd and we started with 9 or 10 wins and ended with Chimenti	False
positive	@caplannfl - Another example of a good college player who had a great week at Senior Bowl to ease concerns about toughs & get into 1st round	False
positive	rehearsing for Nov 6 @MlTTR0MNEY: just called Jim Leyland to congratulate New York Giants on their victorious baseball match #SFGChamps #p2	False
positive	Just wrote a great song with Mitch Daniels! Really looking forward to performing it with him on Thursday! :)	False
neutral	It is Saturday after all. Question - is Giroud the new Torres? and Superbowl switches to Comerica Park for Game 3. Where?	False
negative	Im going and actually meeting Channing Tatum tomorrow. Its all set up. Suck my dick twitter!	False
neutral	Just got done playing Mass Effect 3 multiplayer for PC for alittle bit.Now im gonna watch Friday the 13th on the AMC channel. @theRaychul	False
positive	The boys are hot!! #streakin Big win tonight lets do er again tomorrow! #keepitrollin	False
positive	Good point he may still be up...hes off to Las Vegas! @sarahsside @joelpollak @breitbartnews @govchristie	False
negative	And on Tuesdayc Harry Redknapp distanced himself from the job following speculation he was planning talks with the club.	False
positive	Im excited for TRUNK OR TREAT tomorrow (Nov 2) night at the Boys and Girls Club in Pottstown. It will start at... http://t.co/V8KXp495	False
neutral	@mikeivory91 i got given some cash from Fabrice Muambac signed Gary Hooperc Andy Carroll some Sevilla Wingerc i drew with villa 1st day.	False
positive	@ollyofficial have you filmed Jonathan Ross yet??? Cant wait to see it on sat! :) xxx	False
positive	@HoodieMobNV @d00mdom hip hip hoorayc meet you in nevada tomorrow so we can prepare.	False
positive	Come out and support #RecapO tomorrow at #SilentNight on 113th and King Dr. from 4-8:30pm!!!!!!! Be the change you want to see.	False
neutral	Liverpool looking to activate Demba Bas 7m buy out clause with Andy Carroll going the other way in january	False
positive	Safe and sound at the hotel! Scotty passed out on the plane and had to get doctors and oxygen. Practice tomorrowc... http://t.co/ZdvWPdrQ	False
positive	cant wait for the West Chester Ohio Rally with Mitt tomorrow night along with the great Gov of OH! #RomneyRyan2012 @Mitt_OH  @MittRomney	False
positive	One more day of work before rugby filled weekend. Hurry up Saturday! #esherrugby #refereeing #excited	False
neutral	#Obamanewpromises  Chinese New Year will replace the 4th of July  as our Independence Day Holiday	False
positive	@crixacus @EllenHollman @stevendeknight Keep yr eyes open for Incursion. It may not be Spartacusc but its going to be out of this world :-)	False
neutral	Saw this after the game Saturday.   @ Former Site Of The Now Removed Joe Paterno Statue At Beaver Stadium http://t.co/mwGzBUWR	False
negative	I may be the odd man out on this but I dont get all the buzz on this Kendrick Lamar. Decent I guessc but not stellar.	False
negative	This may be a reason to swapc iOS has too many daft games.  Android is a desolate wasteland when it comes to games. http://t.co/RjN9RrFT	False
neutral	@iBelieb4Justin yea!! And I know the most people going to those places!! I think only Hk and Taiwan are going on Thursday.	False
negative	First Murray is out for the Dallas Cowboys now Felix may be questionable for the Atlanta game. Not looking good for the running backs!	False
neutral	OMG Bullet For My Valentine are going to be on Radio 1 on Monday night	False
negative	@RSherman_25  People say u wont go to the Pro Bowl because of the play of the Bears CBs. How are you gonna prove them wrong on Sunday?!	False
neutral	Coni is still looking for volunteers for the painting project that is expected to be completed on Saturdayc November 10 and November 17.	False
positive	@WordsofColour We spoke and you didnt mention it..! Happy birthday Queen! Enjoy your earth day..Long may your pioneering work continue..x x	False
neutral	Remember the 4th round prospect that made people question Iupatis ability at Senior Bowl? @nfldraftscout #Geno	False
neutral	Q3 0:54. Eli Manning pass intended for Victor Cruz intercepted by Danny McCray at the Dallas 35 returned for no gain. 1st & 10.	False
neutral	@WestHamJoe again it was a thurs watching Nadal game and tried to type ffs...	False
negative	Alrightc if my daughter keeps singing Avril just to annoy mec I may be forced to retaliate.	False
neutral	@mattlduff Not sure what to say. I guess well all be happy when Nov 6 passes. Ill support whoever is next POTUS. But obv want Romney.	False
neutral	@DanStapleton Diablo III post-1.0.4 was very generous. They had an immediate maintenance after the 1st 24 hours. Generosity gone. *shrug*	False
positive	February 13th Desperation Day the most awesome day of all time #True_Story	False
neutral	@ESPNNFL: Rivers may have just entered CMon Man territory with that INT in the end zone -- #ChargerFansBooing why did that need a hashtag	False
neutral	To follow up on last tweetc Bills DT Kyle Williams expected to play Sunday. Just resting the ankle during the week.	False
neutral	Thats like the 5th time the Texans hit the ball so Flacco cant throw it	False
positive	Mitt is the man; going to go vote tomorrow.	False
negative	Indian Air Force may not go with Israel a second time http://t.co/KTloc08G	False
neutral	Obama has a 40K early voting advantage in Nevada if he gets to 80K by next Mon he wins if its less than 70K he loses in between is a toss up	False
neutral	Raw 1c000: Rock to get a WWE Championship match at the Royal Rumble this January http://t.co/ezuXHOCl	False
neutral	Bumper day for @JonathanCape in @TelegraphMag tomorrow - extract from new Tom Wolfe + Sylvie Simmons on Leonard Cohen http://t.co/GCEnePlO	False
positive	[$] BLACK FRIDAY BEST PRICE Underwater Case for the Following Olympus Evolt Digital SLR... http://t.co/icQ5WHBq	False
positive	LOL David Letterman re: hanging crane in NYC so what theyre gonna do tomorrow is get @KateUpton near it to make it stick upright #amazing	False
negative	Oh no she didnt! BGV RT@merfreistroffer: I cant wait to make @C_Lassyy listen to two hours of taylor swift during our drive tomorrow.	False
positive	Sophia Grace and Rosie a few of the cookies & creme may be really like at the moment! http://t.co/sQ0ameR7	False
negative	Actuallyc Id like to omit The Vaccines from my top 10 and move Kasabian in at 9thc with The Enemy dropping to 10th. Told you I cant do it.	False
positive	@skysportsnews I would love the audio book The Art Of War by Sun Tzuc as read by Jim White!! #MountainsAndSea	False
neutral	On Tuesday (November 6) Tune in to my channel at 7 (CST) to chat with me live on GoogleHangouts and get your Spanish questions answered! :-)	False
positive	@Wdoss_09 cant bud going to Kentucky. If you wait till sunday fun day id like to go.	False
negative	2nd Coming: Will Blacks America Debate the 2012 Election #BET @truthfighter1 Im tired of hearing ppl say POTUS havent done anything 4 blks	False
positive	To all my friends in #Turkey may you  all stand strong on this 89th Republic Day! Cumhuriyet Bayraminiz kutlu olsun !	False
neutral	@noraineanciano Feb ka pla balik girl from SG sana makabalik ako sa Cebu by Feb i miss you na jud..	False
neutral	Grace to attend the 10th Asia International (AISSF) http://t.co/Aj4nlH1Y	False
negative	Sandyc if you have ruined my chances to see Bruno mars on Monday I will go buck wild.	False
neutral	eh... first day Chinese New Year is feb 10th...	False
neutral	April & I are having dinner in Jacksonville tomorrow night with Milford & the future Mrs. Milford!  @FlightTimeRadio #SebringLSA13	False
positive	@TThomasxoxo 1win from the Superbowl! Game tomorrow at noon! Git r done! http://t.co/n8ptYIrE	False
positive	@applelotte0 absolutely nothing willc they will be best friends forever :) when they won the NTA award for the 10th year that has to be....	False
neutral	Eric Adelson with the slam: (Flacco) looked more like Blaine Gabbert than Eli Manning on Sunday. #Ravens	False
positive	Nov 16!! Me + you + movie theater = Breaking Dawn part 2. Just saw a preview! Cant wait (:	False
negative	Being in Amsterdam this early on a friday morning is not my idealc I just want to get home!	False
neutral	Wonder if Chris Christie can cancel Valentines Day and move it to April..Flowers are cheaper!	False
neutral	@NoQuivering @skepchicks Im everyday dressed up with my Spartacus costume. Soc if you miss this Halloweenc we may catch up anytime!	False
neutral	@CAMURPHY Im heading off to Hong Kong next Thursday. Spending the remaining time with my folks before I go. Will really miss edi	False
positive	just found out that the boys will be on ellen on november 9th... AHHH so happy :)	False
neutral	54) A Bro is required to go out with his Bros on St. Paddys Day and other  Bro holidays like Halloween NYE and Desperation Day FEB 13th	False
positive	@LoveAdamsEyes Dont get me wrong I love Bruno Mars he is amazing but that Grammy should have went to Adam for Best Pop Vocal. I mean cmon!	False
positive	@JoeTribe_2012 runner on 2nd no outsc drubes being one of our best hitters should make a productive out. His fault not Actas	False
neutral	@WhiteyVDaPrince ya but my dad is most likely taking it to San Fran tomorrow :/	False
neutral	Britains out of the recession? I give it till February.	False
