Id	text	Expeccted
1295	"Hotel novo e muito bem localizado. Não utilizei todos os serviços disponíveis, mas quando precisei obtive ótimo tratamento. Quartos grandes, televisores de lcd e banheiro muito funcional. A piscina possui uma bonita vista da cidade. Pra quem vai de carro é sempre bom perguntar como é a melhor maneira de entrar na garagem, já que é contra-fluxo (contra mão) ir pela porta do Hotel... Mas é só ir com cuidado e da pra fazer o ""gato"" sem problemas.
"	positivo
1296	"O Saint Moritz de Brasília é um hotel novo, com quartos grandes e confortáveis. A cama é de muito boa qualidade. O banho é agradável. A limpeza é primorosa. O café da manhã é honesto. Nada de mais, mas suficiente para quem está a trabalho. A academia tem uma vista linda da cidade. É bem equipada e está sempre movimentada. Pelo conceito do hotel, o frigobar (geladeira na verdade) não é abastecida e, pela conveniência, no hotel é tudo muito caro. A dica é ir até o shopping próximo (300 mts) e comprar na loja de departamentos que fica no subsolo: a água é menos da metade do preço). O atendimento do front desk é bastante frio e impessoal. Nada simpático.
"	positivo
1297	"O hotel é muito limpo, muitíssimo bem localizado e com um bom café da manhã. A localização é excelente para quem quer tudo a mão: a proximidade com o Conjunto Nacional é ótima, pois o shopping oferece bancos, restaurantes e outras facilidades que economizam tempo e dinheiro. O café da manhã é servido na cobertura, onde pode-se ter uma excelente vista do eixo monumental (e tirar boas fotos, inclusive). Aos que andam de ônibus como eu, podem chegar a vários pontos da cidade - inclusive ao aeroporto, através da Rodoviária do Plano Piloto que pode ser acessada facilmente a pé (15 min). Os apartamentos possuem alguns itens interessantes para quem dizer comprar comida congelada ou preparar a própria comida, como microondas por exemplo. Nesse ponto, faz falta não ter um supermercado por perto. Um detalhe importante é que eles são bastante rigorosos com o horário de check-in, não deixando ninguém subir antes do horário previsto.
"	positivo
1298	"Fizemos a reserva atraves do Booking. A recepção foi muito boa. O recepcionista identificou que era nossa primeira viagem a cidade e nos deu um quarto com vista. Mas as instalações apesar de muito bem arrumadas e limpas estava com lampado do quarto queimada. Quando da solicitação na manha seguinte nao foi atendida. Achei que faltou comunicação clara entre os setores do hotel. Mas vale a pena.
"	neutro
1299	"Limpo, aconchegante, moderno e com ótimo atendimento. O Hotel fica localizado numa ótima região de Brasília, e possui um shopping logo na rua de traz, o que facilita bastante a vida de quem vai passar alguns dias e prefere fazer sua própria comida (uma vez que as suítes possuem uma pequena cozinha). O quarto é amplo e com uma decoração muito agradável. O banheiros além de muito limpo possui secador de cabelo (o que agradou bastante a esposa). A vista do terraço onde é servido o café da manhã é outro ponto forte do hotel, pois possibilita visualizar toda a explanada! Com certeza voltaremos muitas vezes
"	positivo
1300	"Hotel localizado no SHN, bem próximo ao Shopping Conjunto Nacional e à Torre de Televisão. O café da manhã é servido num salão com uma vista maravilhosa da cidade. Contudo, achei as acomodações do quarto simples, simples para o padrão que se espera de um hotel deste porte. Meu apartamento, por exemplo, não tinha carpete, o piso era todo em cerâmica.
"	neutro
1301	"Gostei muito do hotel, tanto pela localização como pela cordialidade dos funcionários no early check-in. Internet com boa velocidade, bom café da manhã e quarto limpo e espaçoso. Da piscina tem-se ótima vista de Brasília. O hotel é novo e bem cuidado, pretendo voltar sempre que tiver reuniões na cidade.
"	positivo
1302	"Os quartos são muito bons, diversos elevadores, ótima academia e café da manhã com excelente vista de Brasília. Fica próximo ao Shopping Conjunto Nacional. Os atendentes da recepção dão informações contraditórias, deixando transparecer que não conhecem muito bem o funcionamento do hotel. As reservas podem ser feitas diretamente com o hotel (ou sites de reserva) e também pode ser alugado por temporada diretamente com os proprietários dos flats, neste caso o café da manhã e limpeza devem ser pago separadamente.
"	positivo
1303	"O Hotel é novo está bem localizado, o apartamento é amplo e tem um banheiro confortável apesar de não ter banheira. O café da manhã é ótimo e está muito bem localizado na cobertura do edifício, o que nos proporciona uma linda vista da cidade.
"	positivo
1304	"Localizado bem em frente ao shopping Conjunto Nacional, um shopping popular mas com diversas conveniências, como Lojas Americanas, praça de alimentação razoável e caixas eletrônicos. O quarto tem uma mini cozinha, com microondas, pia e armários. Tudo funcionou muito bem, tv, chuveiro, internet wi-fi, limpeza do quarto. O café da manhã é servido na cobertura e a vista é muito bonita. Não usei mas vi que tinha uma academia sendo montada por lá. Infelizmente a piscina estava em manutenção quando fui e não deu para aproveitar. O café é razoável, senti falta de variedade nas frutas.
"	positivo
1305	"O Saint Moritz é um hotel novo, moderno no Setor Hoteleiro Norte, praticamente colado com o Shopping Conjunto Nacional e próximo ao Brasília Shopping. O hotel tem muitos quartos, 4 elevadores, uma recepção agradável. O quarto é espaçoso com área de jantar, geladeira, pia e micro-ondas. O banheiro é muito bom. A internet funciona bem. Tudo limpo e organizado. Na cobertura, onde vc toma um agradável café, a vista é excelente. Todos os funcionários com quem tive contato foram muito gentis e educados. A recepção permitiu, inclusive, minha entrada antecipada, cheguei algumas horas antes do horário de check-in.
"	positivo
1306	"Hotel muito bem localizado que proporciona conhecer os principais pontos turísticos à pé. Possui ampla área social e os quartos são limpos e bem organizados. O café da manhã é bom e pode ser desfrutado com bela vista da capital federal. Recomendo!
"	positivo
1307	"Hotel muito bem localizado, além de novo e extremamente confortável. Os quartos dispõem de fogão, geladeira, microondas, tudo para a nossa melhor comodidade. Além de ter uma vista maravilhosa de Brasília na cobertura!
"	positivo
1308	"Hotel excelente, bem localizado, próximo a vários pontos turísticos de Brasília. Pode-se visitar vários deles à pé. Praticamente em frente ao Shopping Nacional, que é mais popular, basta atravessar a rua. Atendimento muito bom.
"	positivo
1309	"O hotel é bem localizado e apresenta uma ótima relação custo-benefício numa cidade cara como Brasília. Pelo preço que paguei nesse ótimo hotel só ficaria em locais bem inferiores. Quartos grandes, limpos, com microondas e frigobar. Não perca o café da manhã na cobertura, tudo bem gostoso! O único ponto negativo de minha estadia foi o ""esquecimento"" de meu pedido de serviço de despertador, o que me fez chegar no aeroporto bem atrasada. Mas nada que não se resolva colocando seu próprio celular para despertar no horário correto... 
"	positivo
1310	"Os quartos são novos, tipo flat, com todas as comodidades como geladeira, fogão, microondas. Um pequeno balcão te dá uma visão farta da cidade. O café da manhã é ótima, muita variedade, servido no último andar (terraço), vista excelente. Pertinho do 1º shopping de Brasilia - esqueci o nome, só a escadaria é que dificulta um pouco, mas tudo de bom. Também perto do Brasilia Shopping.
"	positivo
1311	"Estive no Hotel em um final de semana e achei muito bom. Não há frigobar no quarto e nem serviço de manobrista, para não encarecer a estadia, porém a geladeira, microondas e pia, para que vc mesmo traga sua bebida ou comida. Na recepção do Hotel existe uma geladeira com comidas rápidas e bebidas, se vc quiser pode adquiri lá. Isso faz com que vc pague menos pela diária. É muito bem localizado e também muito bonito o restaurante do café da manhã.
"	positivo
1312	"O hotel é novo, confortável e muito bem localizado. Só é ruim para os taxistas que tem que fazer uma volta enorme para estacionar na frente do hotel, já que o hotel em frente não permite (segundo os taxistas) que pare em frente ao seu hotel para que os passageiros sigam para o Saint Moritz. Fica bem próximo a uma parada de ônibus que tem ônibus exclusivo para o aeroporto. Do terraço, onde é servido o café da manhã, se tem uma vista FABULOSA da cidade: você pode tomar seu café da manhã tranquilamente enquanto aprecia a esplanada dos ministérios, a catedral, o congresso... 
"	positivo
1313	"Uma boa localização, próximo do Brasília Shopping, o que significa boas opções de restaurantes e outras eventuais necessidades, um hotel novo, organizado, e ainda por cima, com uma vista excelente de Brasília da cobertura onde se encontra o cafe da manhã.
"	positivo
1314	"Fiquei neste hotel recentemente a trabalho e no dia da minha hospedagem tinha um cantor famoso tambem hospedado, o tal de Bruno da dupla Bruno Marrone. Quando estava na cobertura do hotel fazendo algumas fotos da cidade, começei a ser persguido por um segurança... após alguns minutos já irritado com a situação foi até o mesmo e perguntei o que estava acontecendo que ele não parava de me seguir, então ele me disse que não era nada e perguntou se eu estava tirando fotos. Disse a ele que sim e questionei se era proibido as fotos e ele me disse que não, então? Qual o motivo da perseguição? Fui ao gerente e me pediram mil desculpas mas não me explicaram o ocorrido... Lamentável o ocorrido. No mais o hotel é muito bom e a vista é maravilhosa. O café da manhã é bem simples para o padrão do hotel... Os quartos mais baratos são bem pequenos, mas muito limpo e tudo novinho.
"	positivo
1315	"Caros leitores, esse hotel é de um bom padrão para o preço que se propõe. Logicamente depende da época em que se faz a reserva. Os quartos são padrão Ibis, porém mais espaçosos. O café da manhã é limitado, porém servido na cobertura, com a possibilidade de ser tomado ao ar livre, o que é agradável, considerando-se que a vista é de toda a esplanada dos ministérios tendo o congresso nacional ao fundo. Apesar dos quartos possuírem móveis relativamente novos, eu e minha noiva acordamos 3 dias seguidos com dores nas costas devido à péssima qualidade do colchão, que era muito mole e usado. Ao lado do hotel há um ótimo bar de cervejas importadas, o que também facilita as coisas para quem aprecia beber algo no fim do dia, porém tem receio da lei seca (e presumo que hoje em dia todos tenhamos, correto?!). Concluindo, creio que seja uma boa opção nessa cidade tão cara, já que tem uma boa estrutura (piscina pequena e área de fitness), muito bom atendimento por parte dos funcionários, localização muito boa, próximo de 2 grandes shoppings centers da cidade e garagem coberta sem custo adicional, tudo por um preço realmente aprazível.
"	positivo
